ID,Title,Abstract,Labels
228,stress intensity factor wide flange steel member crack surface interference,elsevier ltdthis paper presents physically acceptable analysis stress intensity factor sif two tip web crack wide flange w shape steel member widely used steel construction subjected linear distribution loading analysis includes effect crack surface interference i e crack surfaces not allowed overlap magnifies sif crack opening displacement cod opened portion crack range possible web cracks typical hot rolled w shapes listed aisc steel construction manual effective mode i sif function applied stress web crack length crack eccentricity flange web area ratio w shape depth width ratio w shape not significant parameter calculation sif analysis results show conventional overlapping solution underestimates sif tension side crack tip under bending up 12 effect crack surface interference only exists between conditions complete crack opening complete crack closure both conditions governed axial bending stress ratio,"[1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
229,comparing filtering techniques restaurant recommendation system,ieee paper studies key analytics restaurant recommendation system namely predicting restaurant satisfaction rating based customer restaurant characteristics food industry grows offers more variety restaurants customers generally have difficulty discovering restaurant suits or satisfies them paper aims predict restaurant satisfaction rating based three methodologies content based filtering collaborative filtering hybrid filtering content based filtering paper proposes regression create prediction model customer restaurant characteristics collaborative filtering our proposed model employs combination cluster analysis similarity test weighted sum order analyze factors influence satisfaction rating cluster analysis helps reduce impact sparsity collaborative filtering subsequently hybrid filtering proposed combine results two techniques above generate final rating our results have shown hybrid filtering outperforms content based filtering regression model collaborative filtering cluster based technique,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
230,structural modelling finite element analysis deep excavation,taiwan geotechnical society due advancements computation most deep excavation projects now designed based results numerical analysis however designers usually careless about structural modelling study presents effect structural modelling wall deformations deep excavation 3d finite element method employed model problem residential building project located bangkok selected study structural models including diaphragm wall diagonal braces bored piles focus study which indicates types elements used model structure system significantly affect finite element analysis result,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
231,innovative seawater uranium recovery agent based low cost polyacrylonitrile fibers,2020 elsevier ltdan innovative seawater uranium adsorbent prepared low cost commercially available polyacrylonitrile pan fibers optimum condition synthesize adsorbent irradiate pan fibers 100 kgy gamma ray amidoximate 3 w v hydroxylamine hydrochloride solution 75 min 75 c yielding pan nitrile group conversion approximately 60 100 kgy degree crystallinity irradiated fibers also highest 79 1 performances adsorbent seawater samples excellent submersion seawater sample spiked 250 ppb uranium 4 weeks prepared fibers exhibited adsorption capacity 32 28 mg g adsorbent submersion seawater samples spiked 76 5 ppm uranium 1 week 945 ppm uranium up 4 weeks fibers exhibited adsorption capacities 111 25 200 07 mg g adsorbent respectively adsorbent showed uranium adsorption capacity 0 11 mg g adsorbent 8 weeks soaking brine concentrate seawater reverse osmosis plant kinetics seawater absorption adsorbent quite rapid reaching equilibrium swelling ratio approximately 300 5 min or less another important finding prepared pan fibers exhibit characteristics superabsorbent material equilibrium swelling ratio di water 5 550 low cost ease preparation fibers offer novel environmental remediation process adsorb uranium ions released into seawater following nuclear accident,"[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1]"
232,natural radioactivity concentration traditional thai herbal medicine,published under licence iop publishing ltd aim study create database radioactivity concentration annual effective dose naturally occurring radionuclides 226ra 228ra 40k 210po thai medicinal herb plants 99 types popular thai medicinal herb plants total 214 samples such curcuma comosa roxb mucuna white kwao krua barbed grass black galingale lingzhi mushroom ginkgo biloba jiaogulan plu kaow turmeric ginger safflower moringa gotu kola garlic randomly collected drug stores herbal fair activity concentration 226ra 228ra 40k all herb samples determined gamma ray spectrometry while 210po determined alpha spectrometry activity concentration found range 0 20 89 92 bq kg 1 226ra 0 10 39 62 bq kg 1 228ra 4 83 2761 33 bq kg 1 40k 0 32 47 13 bq kg 1 210po highest activities concentration 226ra 228ra 40k 210po found white kwao krua jiaogulan plu kaow ginkgo respectively average total annual effective dose due ingestion these herbal plants assessed range 0 0001 0 0327 msv y 1 highest dose found jiaogulan,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
233,lower bound limit analysis anisotropic undrained strength criterion second order cone programming,copyright john wiley sons ltd paper formulation lower bound limit analysis anisotropic undrained strength criterion second order cone programming described finite element concept used discretize soil mass into 3 noded triangular elements stress field modeled linear interpolation within elements while stress discontinuities permitted occur shared edges adjacent elements elliptical yield criterion adopted model anisotropic undrained strength clay statically admissible stress field defined enforcing equilibrium equations within all triangular elements along all shared edges adjacent elements stress boundary conditions no stress violation anisotropic strength envelope cast form conic quadratic constraint lower bound solution proposed formulation solved second order cone programming proposed formulation anisotropic undrained strength criterion validated through comparison model s predictions known exact solutions strip footings applied solve undrained stability shallow unlined square tunnel computational performance between proposed approach second order cone programming linear programming examined discussed,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
234,investigation morphology insb inas quantum nanostripe grown molecular beam epitaxy,wiley vch verlag gmbh co kgaa weinheimthe dimensions morphologies quantum nanostructures keys controlling operating wavelength desirable wavelength range due quantum effect dimension morphology evolutions insb inas quantum nanostructures grown molecular beam epitaxy respect number insb monolayers mls investigated formation quantum nanostructures dominated lateral growth which morphology further elongated number mls increased such anisotropic growth explained difference surface energy along each direction which corresponds different atomic arrangements crystalline structure insb cross sectional transmission electron microscopic images show reduction lateral dimension increase height embedded insb quantum nanostructures when they embedded inas matrix results herein provide means obtaining precise control over dimensions morphologies insb inas nanostructures which essential extending operating wavelength further into mid infrared region,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
235,review feature extraction performance evaluation epileptic seizure detection eeg,elsevier ltdsince manual detection electrographic seizures continuous electroencephalogram eeg monitoring very time consuming requires trained expert attempts develop automatic seizure detection diverse ongoing machine learning approaches intensely being applied problem due their ability classify seizure conditions large amount data provide pre screened results neurologists several features data transformations classifiers have been explored analyze classify seizures via eeg signals literature some jointly applied features used classification may have shared similar contributions making them redundant learning process therefore paper aims comprehensively summarize feature descriptions their interpretations characterizing epileptic seizures eeg signals well review classification performance metrics provide meaningful information feature selection we conducted experiment examine quality each feature independently bayesian error non parametric probability distribution estimation employed determine significance individual features moreover redundancy analysis correlation based feature selection applied results showed following features variance energy nonlinear energy shannon entropy computed raw eeg signal well variance energy kurtosis line length calculated wavelet coefficients able significantly capture seizures when compared baseline method classifying all epochs normal improvement 4 77 13 51 bayesian error obtained,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
236,antral contraction rate estimation dynamic antral scintigraphy hilbert huang transform,elsevier ltdconventional analysis gastric antral contraction rate acr utilizes fourier transform ft which does not effectively capture non stationary property dynamic antral scintigraphy das study we showed application hilbert huang transform hht das yielded better estimates acr specifically time activity curves extracted das data 18 healthy volunteers subjected ft hht analyses comparison mean standard deviation sd root mean square error rmse acr estimated both methods showed proposed hht method yielded significantly smaller sd p 0 00001 smaller relative sd 13 3 versus 53 7 rmse 0 72 cpm versus 1 59 cpm moreover hht method also achieved lower relative sd frequency values intrinsic mode functions overall results indicated hht method outperformed conventional ft method estimating acr das we anticipate our approach will lead development effective noninvasive diagnoses gastrointestinal tract diseases das,"[0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
237,molecular beam epitaxial growth insb alsb heterostructure insb substrates,ieee surface morphology epitaxial insb aisb layers grown 001 insb substrate reported growth done molecular beam epitaxy attempt realize planar crystalline insb layer made preliminary promising results obtained situ reflection high electron energy diffraction atomic force microscopy observations,"[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 1]"
238,metal artifact reduction mapping mr into ct information,ieee one fundamental noise computed tomography ct imaging metal artifact artifact leads information loss magnetic resonance mr imaging not affected artifact paper we propose information mr images reproduces information lost due dental filling ct images first we register ct mr images same patient then we classify skull into 3 regions teeth tissue near teeth others teeth tissue near teeth we develop mapping function between intensity mr image mean intensity ct image pixels corrupted metal artifact detected their intensity changed according mapping function its mr intensity input proposed method significantly removed metal artifacts could used improve diagnosis planning accuracy,"[1, 0, 1, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
239,bio based production carbon nanotubes via co pyrolysis eucalyptus oil ferrocene,2021to comply sustainable development goals sdgs bio based production carbon nanotubes cnts investigated co pyrolysis eucalyptus oil ferrocene instead non valorizable petroleum based hydrocarbons attributed high carbon content eucalyptus oil cnts substantial yield could produced within pyrolyzing temperature tp range 800 900 c different molar ratios eucalyptus oil ferrocene rof including 1 1 2 1 3 1 typical fesem analyses produced cnts revealed cnts agglomeration amorphous carbon could produced low tp low rof meanwhile higher tp rof could provide cnts lower content amorphous carbon tga analyses could confirm superior thermal stability resultant cnts which produced high tp rof highest cnt yield about 45 obtained tp 850 c rof 1 1 it could confirmed tp 900 c rof 3 1 optimal condition production high quality cnts valorizable eucalyptus oil,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 1]"
240,control methodology inverter based battery energy storage system ac microgrid,ieee control methodology inverter based battery energy storage system bess key issue operation ac microgird paper voltage mode control inverter considered control scheme inverter bess presented virtual synchronous generator core function frequency droop control automatic voltage regulator avr form outer cascade loops resynchronization microgrid rigorously studied concept vector phase locked loop pll adopted formed outside cascade loop simulation conducted pilot site microgird mae hong son thailand where 4 mw 1 mwh bess designed during grid connected mode default function bess spinning reserve operation while bess can help forming grid throughout islanding mode addition proposed control technique bess can make transition between grid connected islanding modes seamlessly,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0]"
241,identification zinc ion battery via equivalent circuit model,ieee it notable zinc ion batteries zibs show up coming trend replace li ion batteries libs future yet no intensive study has provided measurable recognition trend nevertheless present work sets out find prototype validate above trend towards use zinc ion batteries end both traditional equivalentcircuit model ecm combined recursive least squares rls method employed identify such model hence model obtained via hybrid pulse power characterization test laboratory scale battery results demonstrated excellent compatibility strategy dynamics zib can lead therefore efficient battery state prediction strategy can also benefit battery management system bms development,"[0, 0, 0, 0, 1, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
242,parametric study hydrogen production via sorption enhanced steam methane reforming circulating fluidized bed riser,elsevier ltdcomputational fluid dynamics applied sorption enhanced steam methane reforming sesmr operating circulating fluidized bed cfb riser solid mixtures consisted ni based catalyst cao sorbent aim study design proper pilot scale cfb riser which produced hydrogen h2 both high purity high flux design parameters reaction parameters examined 2k full factorial design significances each parameter analyzed analysis variance optimum result highest h2 purity reached 98 58 dry basis accompanied highest h2 flux 0 301 kg m2 s hydrodynamics optimum case showed sesmr nearly completed since 5 0 m height because axial radial distributions solid well developed without excessive segregation between catalyst sorbent thus h2 purity h2 flux approached fully developed within riser height,"[0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
243,food image categorization attentional bilinear model,ieee nowadays many food images posted various social network platforms without identification labels automatic food categorization application would greatly help identify classify food categories food categorization complex problem since number category types can more than one hundred many kinds food similar only subtle differences taste presentation can lead problem called finegrained issue recently bilinear model employed which showed good accuracy generated excessive features capture details among different food categories albeit limited performance diverse food categories require disparate sets features here attention mechanism applied capture suitable features specifically identify each food category furthermore performance bilinear backbone also enhanced applying inception correlation inception resnet v2 inception v3 networks experiment conducted wongnai dataset containing various images separated into 83 classes results showed our attentional model outperformed traditional bilinear model average 16 improvement showing 3 44 min max performance values respectively,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
244,transportation part supply improvement agricultural machinery assembly plant,published under licence iop publishing ltd research focused problem caused transportation part supply agricultural machinery assembly plant thailand which one processes critical whole production process if poorly managed it will affect transportation part supply emergence sink cost quality problems ability respond needs customers time since competition agricultural machinery market more intense efficiency part transportation process has improved study process transporting parts plant studied it found efficiency process transporting parts sub assembly line its main assembly line 83 approach performance improvement done lean tool limit wastes based ecrs principle applying pull production system changing transportation method operate milkrun transportation parts synchronize part demands main assembly line after transportation parts sub assembly line main assembly line improved efficiency raised 98 transportation process cost saved 540 000 baht per year,"[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0]"
245,measurement ballistic impact performance fiber reinforced polybenzoxazine polyurethane composites,elsevier ltdthe objective study measure impact performance composite based glass aramid fiber reinforced polybenzoxazine polyurethane composites experimental panels manufactured e s glass fiber reinforced polybenzoxazine backed aramid fiber reinforced 80 20 polybenzoxazine polyurethane subjected 7 62 51 mm velocity 847 9 1 m s bases test results specimens did not have any perforation comparing same number ply cone deformation last panel s glass composite significantly lower than specimen manufactured e glass composite such panels tested their resistance specimens completely resisted penetration projectiles six shots numerical study ballistic impact undertaken predict ballistic limit velocity samples which value measured 930 m s results determined work indicated such panels have excellent ballistic characteristics used raw material manufacture body armor,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 1]"
246,semantic segmentation remotely sensed images enhanced global convolutional network channel attention domain specific transfer learning,authors remote sensing domain it crucial complete semantic segmentation raster images e g river building forest etc raster images deep convolutional encoder decoder dced network state art semantic segmentation method remotely sensed images however accuracy still limited since network not designed remotely sensed images training data domain deficient paper we aim propose novel cnn semantic segmentation particularly remote sensing corpora three main contributions first we propose applying recent cnn called global convolutional network gcn since it can capture different resolutions extracting multi scale features different stages network additionally we further enhance network improving its backbone larger numbers layers which suitable medium resolution remotely sensed images second channel attention presented our network order select most discriminative filters features third domain specific transfer learning introduced alleviate scarcity issue utilizing other remotely sensed corpora different resolutions pre trained data experiment then conducted two given datasets i medium resolution data collected landsat 8 satellite ii very high resolution data called isprs vaihingen challenge dataset results show our networks outperformed dced terms f1 17 48 2 49 medium very high resolution corpora respectively,"[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
247,enhancing performance maintenance solar power plant,emerald publishing limited purpose purpose paper enhance performance maintenance solar power plant implementing proactive maintenance pam strategy measured availability total maintenance workload design methodology approach prior maintenance strategy reviewed then strategy adjusted focus pam failure modes effects analysis fmea tool analyzing severity occurrence failure modes effects then why why analysis used investigating root causes failures countermeasures drawn preventive maintenance pm plan revised carried out total maintenance pam reactive maintenance workload obtained then improvements determined values availability also obtained findings previously appeared maintenance strategy not clearly defined it seemed have reactive maintenance coupled pm it checked once year corrective actions made when something wrong found then management team observed increase reactive maintenance workload whereas values availability not consistent tended drop after implementing new maintenance strategy pam total maintenance workload decreased 14 percent one year average availability solar power plant improved 0 9943 0 9969 values availability had better consistency practical implications pam can applied solar power plant without limiting prior maintenance strategy complexity production or machinery solar power plant quite simple production most machines consist electrical equipment electrical circuits pam supports analyze failure modes consequence failure events failure effects decide what should done importantly pam can reduce total maintenance workload while value availability higher consistent originality value paper states how successfully implement pam solar power plant previously plant did not have clearly defined maintenance strategy it checked once year it corrected when abnormalities detected pam strategy provides tools processes failures effects analysis although there more workload pm total maintenance workload decreased even first year,"[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0]"
248,impact prosumers pv reverse power flow voltage rise mv distribution systems,2023 ieee study examines impact reverse power flows pv generation prosumers medium voltage distribution feeders without implementation any curtailing strategies two test systems well representing actual distribution feeders one serving industrial area other commercial area have been employed analyze impacts voltage rise power loss various pv penetration levels up 80 energy basis equivalent 234 power basis simulated test results reveal such impacts reverse power flows pv prosumers can manageable all cases moreover they contribute reduction power loss respective cases study also compares case distributed pv installations prosumers versus single sited lumped pv installation producer it found latter causes more adverse impact both voltage rise power loss,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
249,weakly singular biem analysis cracks embedded symmetric elastic whole space,international association lowland technology all rights reserved paper weakly singular boundary integral equation method developed stress analysis anisotropic linearly elastic cracked whole space possessing plane symmetry study should offer alternative powerful tool essential modeling both near surface deeply embedded defects rock soil medium system governing equations established pair weakly singular weakform displacement traction integral equations cracked whole space along symmetric condition final equations contain only unknown crack face data lowerhalf whole space addition their capability treat cracks arbitrary shape material anisotropy general loading conditions all involved kernels weakly singular allowing all integrals interpreted sense riemann symmetric galerkin boundary element method together galerkin approximation implemented solve governing integral equations unknown crack face data further enhance accuracy efficiency proposed scheme special basis functions introduced approximate near front field interpolation technique adopted evaluate all kernels generally anisotropic materials solved crack face displacement data then utilized postprocess essential fracture information along crack front various scenarios employed verify proposed technique selected set results presented demonstrate its accuracy computational robustness,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1]"
250,design development seci moodle online learning systems enhance thinking innovation skills higher education learners,kassel university press gmbh study aimed design develop online learning system enhance thinking innovation skills higher education learners objectives 1 design system diagram system architecture functional structure online learning framed seci process socialization externalization combination internalization moodle 2 develop online learning management system lms new plug moodle 3 evaluate system suitability development students thinking innovation skills research methodology developed literature review identify core components focus group interviews verify process software development moodle lms assessments measure learning outcome research instruments consisted interview questions moodle lms self assessment questionnaire assessment data evaluated through pre test post test analysis results revealed statistically significant difference between pre post test scores both thinking innovation skills post test score higher than pre test score 0 01 level significance findings revealed online learning systems had positive influence students thinking innovation skills,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
251,electrochemical reduction bicarbonate carbon nanotube supported silver oxide electrochemical impedance spectroscopy study,elsevier ltdbicarbonate reduction silver oxide ag2o based electrode studied via cyclic voltammetry electrochemical impedance spectroscopy techniques effects electrode composition electrolyte concentration scan rate 10 250 mv s investigated temperature 27 c optimum mass ratio 70 30 ag2o cnt led maximum current density 83 ma cm 2 0 43 v vs ag agcl scan rates between 10 250 mv s negative shift displacement around 1 032 v observed indicating presence irreversible reduction reactions observed irreversibility suggested reaction mechanism can described both diffusion adsorption phenomena standard heterogeneous rate constant ko formal redox potential eo found 1 51 10 4 cm s 1 218 v respectively eis results confirmed formation inductive loops reduction potentials consequence adsorption generated species reduction charge transfer resistance continual drop potential 0 1 down 1 4 v also observed accompanied h2 evolution bicarbonate production calculated pka value 10 20 upon completion bicarbonate reduction reactions confirmed conversion bicarbonate carbonate ions,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0]"
252,quantum rough counting its application grover s search algorithm,ieee we propose paper rough counting algorithm modified version grover s search algorithm proposed counting algorithm uses deutsch jozsa s algorithm roughly estimate number items satisfying some search conditions reconstructing output distribution modified grover s search combines counting into one part algorithm uses counting result determine number grover s iterations taken get such items we provide analysis expected probability proposed algorithm taking into account problem size number satisfying items query complexity show proposed modified grover s search optimal,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
253,simulations sorbent regeneration circulating fluidized bed system sorption enhanced steam reforming dolomite,chinese society particuology institute process engineering chinese academy sciencesin work sorption enhanced steam reforming sesr method developed improved hydrogen h2 production drawbacks conventional steam reforming processes h2 yield purity overcome however sesr process discontinuous requires regeneration after sorbent saturation co2 circulating fluidized bed reactor cfbr system has previously been proposed continuous h2 production both reforming sorbent regeneration occurring simultaneously main aim work determine feasibility performance sesr proper design conditions conjunction cfbr system reforming riser bubbling bed regenerator studied separately but related each other two dimensional transient models euler euler approach kinetic theory granular flow used fluid dynamic simulations combined decarbonation kinetics dolomite investigate conceptual regenerator system determine its key conditions mixture ni based catalyst dolomite risers injected flux 200 kg m2 s catalyst sorbent ratio 2 54 kg kg double stage bubbling bed regenerator system designed 1 2 m width 0 8 m bed height gas inlet velocity 0 2 m s solid preheating 950 c used dolomite regenerated assumed cao conversion 3 almost fresh dolomite then released good mixing catalyst sorbent,"[0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
254,influence acidity performance silica supported tungsten oxide catalysts assessed situ operando drifts,elsevier b v types acidity wox sio2 catalysts prepared different tungsten loadings 5 9 wt w pretreatment atmospheres n2 h2 clarified situ diffuse reflectance infrared fourier transform spectroscopy temperature programmed desorption situ drifts tpd technique ammonia nh3 acted probe molecules could block lewis acid site type ii 1620 cm 1 studied catalysts reactant feed containing 2 trans 2 butene or mixed feed 2 trans 2 butene 4 ethylene used investigate reaction pathway wox sio2 catalysts combining operando drifts gas chromatography flame ionization detector operando drifts gc fid technique situ drifts tpd led more deeply understanding correlation acid sites primary cross metathesis reaction main reaction isomerization trans 2 butene side reaction adsorption energy pulse chemisorption 1 butene catalyst situ dsc confirmed presence lewis acid site type ii related opportunity 1 butene adsorption results confirmed lewis acid site 1620 cm 1 crucial secondary metathesis reaction 1 butene,"[0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
255,variational formulation interaction between elastic plate elastic medium under influence surface energy,authors published edp sciences variational formulation interaction problem presented paper analysis elastic circular plate under axisymmetric vertical loading resting isotropic elastic half space under influence surface energy gurtin murdoch surface elasticity theory adopted take into account surface energy effects contact surface between plate half space assumed smooth deflected shape plate represented power series radial coordinate undetermined coefficients series determined through minimization total potential energy functional plate half space system accuracy present solution verified comparing existing solutions selected numerical results presented portray influence surface energy effects interaction between elastic circular plate elastic half space,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
256,hotel service quality factors among different cultures,ieee aim study focus hotel service quality servqual model comparing six nationality high ranking customers hotel understand differences perceived service quality among customers different nationalities singapore australia israel china thailand great britain study applied self administered questionnaire measure expectation perception service quality characteristics hotel thailand total 400 completely answers questionnaires analyzed analysis shows demographic differences customers expectation varied proposed importance analysis grid improvement applied prioritise areas improvements quality attributes showed significantly different level among different nationalities results obtained research can provide important clues improve perceived service quality offering different quality improvement strategies meet different nationalities needs,"[1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0]"
257,production reducing sugar cassava starch waste csw solution plasma process spp,elsevier ltdthe cassava starch processing plays important role food industries during starch processing stage large amount cassava starch waste csw which mainly contains lost starch product solid residue such cassava bagasse produced starch cassava bagasse can hydrolyzed into fermentable sugar such glucose present study solution plasma process spp used treat csw prepare reducing sugar investigated parameters treatment time solvent concentration applied pulsed frequency csw concentration yield total reducing sugar trs glucose calculated dns method glucose assay kit respectively chemical structure morphology crystal structure plasma treated csw investigated results showed yield trs greatly enhanced spp treatment compared acid hydrolysis csw powder completely broke down into pieces after spp treatment applied amorphous crystalline regions csw destroyed during spp treatment spp treatment csw light sulfuric acid concentration 0 08 m applied pulsed frequency 30 khz csw concentration 0 5 w v provided 99 0 trs 47 9 glucose,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 1]"
258,test case generation ws bpel static call graph,iop publishing ltd all rights reserved web service reusable easy maintain widely used very popular however web service development not adhered any development languages variety platforms or frameworks there must standard controlling coordinating business process through web service standard called ws bpel web service testing important process software development meet needs business process recently some researches proposed concepts tools used generate test case ws bpel while they focus only business processes within single ws bpel file paper proposes approach generating ws bpel test cases static call graph support case which has calling subprocess between ws bpel files generated test cases complied test paths based branch coverage,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
259,detecting points interest city taxi gps adaptive dbscan,ieee points interest pois popular places create activities transportation demands city cities constantly evolve keeping up date map pois difficult however observing digital footprints people including taxi pick up drop off locations we can detect hotspots activities indicate poi locations techniques such point clustering dbscan popular density based clustering algorithm geographic data points however effectiveness algorithm relies determining appropriate parameters match distribution pattern data points hard because pick up drop off locations distributed differently different areas paper proposes method automatically determine parameters dbscan according point distribution each dataset algorithm has been applied pick up drop off locations taxis bangkok experimental results show proposed method can effectively discovered pois areas different distribution patterns,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]"
260,exploring home work locations city mobile phone data,2017 ieee recently mobile phone call detail records cdr have been used study mobility patterns cities since home workplace most important places people s lives define structure activity patterns city identifying home work locations home work commuting patterns much interest however due decreasing usage voice calls sms low usage while people staying home identifying home work locations getting more difficult paper we develop method exploit daily aggregated internet usage data g cdr addition cdr identifying work locations we also develop method identifying home locations based detecting sleeping time method can significantly increase home detection success rate accuracy identified home work locations we have explored population distribution commuting patterns people bangkok,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
261,sdn framework video conference inter domain network,global it research institute giri video conference most popular application which required high quality service qos such delay jitter several existing mechanisms enhancing proposed traditional network not only application side video clients but also network core network routers although these mechanisms can provide good quality service they require lot maintenance cost addition static routing shortest path fashion network gateways not enough provide high quality service video audio data transferring due affectation background traffic software defined network sdn emerging network architecture allows network operator manage their network environment programmable centralized control not only reduces cost maintenance but also increase performance networking paper we proposed sdn framework video conference inter domain network framework used packet pair technique consider characteristics bandwidth end end delay between two video conference clients transferring path network gateway inside domain set up based information without requirement routing modification outside domains evaluation results mininet emulator tein testbed show our framework outperforms traditional networking significantly terms qos metrics,"[0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
262,supervisory robust model predictive control linear systems subject parametric uncertainty application level control process,ieeethis paper presents supervisory robust model predictive control rmpc linear systems presence parametric uncertainty control structure cascade control where outer loop controller rmpc inner loop controller proportional integral pi controller parametric uncertainty appears dynamic matrix input matrix satisfies n orm bounded c ondition f irst w e d erive i nner closed loop model use model design rmpc design rmpc involves min max optimization problem which aims find optimal solution minimizing worst case performance we derive upper bound worst case performance apply linear matrix inequality determine control input we conduct step tests level control loop obtain 4 dynamic models numerical results reveal supervisory rmpc can ensure reference tracking regardless uncertain dynamics,"[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]"
263,characterization n type p type aluminum antimonides si substrates room temperature optoelectronic devices,elsevier ltdto develop aluminum antimonide alsb based optoelectronic devices si substrates alsb films investigated good crystalline quality suitable optical electrical properties under optimized growth condition rf magnetron sputtering technique alsb films grown sputtering power 250 w pressure 0 01 mbar argon atmosphere precursor al sb ratio about 88 12 undoped alsb films found have cubic crystal structure 111 preferred orientation lattice constant 5 9985 å under compressive strain doped alsb samples optimized doping contents alsb si alsb cu films higher compressive strain found have smaller lattice constant 5 9588 å 5 9667 å respectively raman spectroscopy indicated strain states lower crystalline quality induced doping optical properties analyzed uv vis spectrophotometry showed undoped alsb film transparent ir around 850 nm where doped films transparent ir longer wavelengths evaluate electrical properties alsb films n type alsb cu p type alsb si films characterized hall effect measurements develop alsb based optoelectronic devices pin diode structure grown si substrate smooth interfaces between alsb layers si substrate confirmed cross sectional tem micrographs finally i v measurements showed diode characteristics turn voltage about 1 5 v forward bias 0 5 v reverse bias summary alsb based diode structure si substrate had been successfully fabricated optimized sputtering deposition promising future development alsb based optoelectronic devices,"[0, 0, 0, 0, 1, 0, 1, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
